1777864605.532839 server started (26101): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1777864605.532857 on Linux 6.17.0-22-generic #22~24.04.1-Ubuntu SMP PREEMPT_DYNAMIC Thu Mar 26 15:25:54 UTC 2
1777864605.532862 using libevent 2.1.12-stable poll
1777864605.532865 using ncurses 6.4 20240113
1777864605.557980 cmd_find_current_client: no target, return (nil)
1777864605.557981 cmd_find_best_session: 0 sessions to try
1777864605.557982 cmd_find_best_session: 0 sessions to try
1777864605.557985 key_bindings_add: 0x66 f = command-prompt -1 -p "(jump forward)" { send-keys -X jump-forward "%%" }
1777864605.557987 cmd_find_best_session: 0 sessions to try
1777864605.557991 cmdq_next <global>: [bind-key/0x5a432deceaa0] (0), flags 0
1777864605.557992 cmd_find_best_session: 0 sessions to try
1777864605.557993 cmd_find_current_client: no target, return (nil)
1777864605.557994 cmd_find_best_session: 0 sessions to try
1777864605.557996 cmd_find_current_client: no target, return (nil)
1777864605.557997 cmd_find_best_session: 0 sessions to try
1777864605.557998 cmd_find_best_session: 0 sessions to try
1777864605.558001 key_bindings_add: 0x67 g = command-prompt -p "(goto line)" { send-keys -X goto-line "%%" }
1777864605.558003 cmd_find_best_session: 0 sessions to try
1777864605.558004 cmdq_next <global>: [bind-key/0x5a432dece6a0] (0), flags 0
1777864605.558005 cmd_find_best_session: 0 sessions to try
1777864605.558007 cmd_find_current_client: no target, return (nil)
1777864605.558008 cmd_find_best_session: 0 sessions to try
1777864605.558009 cmd_find_current_client: no target, return (nil)
1777864605.558010 cmd_find_best_session: 0 sessions to try
1777864605.558012 cmd_find_best_session: 0 sessions to try
1777864605.558014 key_bindings_add: 0x6e n = send-keys -X search-again
1777864605.558015 cmd_find_best_session: 0 sessions to try
1777864605.558017 cmdq_next <global>: [bind-key/0x5a432decf400] (0), flags 0
1777864605.558018 cmd_find_best_session: 0 sessions to try
1777864605.558019 cmd_find_current_client: no target, return (nil)
1777864605.558020 cmd_find_best_session: 0 sessions to try
1777864605.558022 cmd_find_current_client: no target, return (nil)
1777864605.558023 cmd_find_best_session: 0 sessions to try
1777864605.558024 cmd_find_best_session: 0 sessions to try
1777864605.558026 key_bindings_add: 0x71 q = send-keys -X cancel
1777864605.558027 cmd_find_best_session: 0 sessions to try
1777864605.558029 cmdq_next <global>: [bind-key/0x5a432decf100] (0), flags 0
1777864605.558030 cmd_find_best_session: 0 sessions to try
1777864605.558031 cmd_find_current_client: no target, return (nil)
1777864605.558033 cmd_find_best_session: 0 sessions to try
1777864605.558034 cmd_find_current_client: no target, return (nil)
1777864605.558035 cmd_find_best_session: 0 sessions to try
1777864605.558036 cmd_find_best_session: 0 sessions to try
1777864605.558038 key_bindings_add: 0x72 r = send-keys -X refresh-from-pane
1777864605.558040 cmd_find_best_session: 0 sessions to try
1777864605.558041 cmdq_next <global>: [bind-key/0x5a432ded0830] (0), flags 0
1777864605.558043 cmd_find_best_session: 0 sessions to try
1777864605.558044 cmd_find_current_client: no target, return (nil)
1777864605.558045 cmd_find_best_session: 0 sessions to try
1777864605.558046 cmd_find_current_client: no target, return (nil)
1777864605.558047 cmd_find_best_session: 0 sessions to try
1777864605.558049 cmd_find_best_session: 0 sessions to try
1777864605.558052 key_bindings_add: 0x74 t = command-prompt -1 -p "(jump to forward)" { send-keys -X jump-to-forward "%%" }
1777864605.558053 cmd_find_best_session: 0 sessions to try
1777864605.558055 cmdq_next <global>: [bind-key/0x5a432ded0990] (0), flags 0
1777864605.558056 cmd_find_best_session: 0 sessions to try
1777864605.558057 cmd_find_current_client: no target, return (nil)
1777864605.558059 cmd_find_best_session: 0 sessions to try
1777864605.558060 cmd_find_current_client: no target, return (nil)
1777864605.558061 cmd_find_best_session: 0 sessions to try
1777864605.558062 cmd_find_best_session: 0 sessions to try
1777864605.558065 key_bindings_add: 0x10e1a3 Home = send-keys -X start-of-line
1777864605.558066 cmd_find_best_session: 0 sessions to try
1777864605.558068 cmdq_next <global>: [bind-key/0x5a432ded0fe0] (0), flags 0
1777864605.558069 cmd_find_best_session: 0 sessions to try
1777864605.558070 cmd_find_current_client: no target, return (nil)
1777864605.558071 cmd_find_best_session: 0 sessions to try
1777864605.558073 cmd_find_current_client: no target, return (nil)
1777864605.558074 cmd_find_best_session: 0 sessions to try
1777864605.558075 cmd_find_best_session: 0 sessions to try
1777864605.558077 key_bindings_add: 0x10e1a4 End = send-keys -X end-of-line
1777864605.558079 cmd_find_best_session: 0 sessions to try
1777864605.558082 cmdq_next <global>: [bind-key/0x5a432ded12a0] (0), flags 0
1777864605.558083 cmd_find_best_session: 0 sessions to try
1777864605.558085 cmd_find_current_client: no target, return (nil)
1777864605.558086 cmd_find_best_session: 0 sessions to try
1777864605.558087 cmd_find_current_client: no target, return (nil)
1777864605.558088 cmd_find_best_session: 0 sessions to try
1777864605.558090 cmd_find_best_session: 0 sessions to try
1777864605.558099 yylex_token: end at EOF
1777864605.558100 yylex_token: select-pane
1777864605.558102 cmd_parse_build_commands 0:0: select-pane
1777864605.558105 args_parse: flags end at 1 of 1
1777864605.558107 cmd_parse_build_commands: select-pane
1777864605.558108 key_bindings_add: 0x10e00e MouseDown1Pane = select-pane
1777864605.558110 cmd_find_best_session: 0 sessions to try
1777864605.558111 cmdq_next <global>: [bind-key/0x5a432ded1d00] (0), flags 0
1777864605.558113 cmd_find_best_session: 0 sessions to try
1777864605.558114 cmd_find_current_client: no target, return (nil)
1777864605.558115 cmd_find_best_session: 0 sessions to try
1777864605.558116 cmd_find_current_client: no target, return (nil)
1777864605.558117 cmd_find_best_session: 0 sessions to try
1777864605.558119 cmd_find_best_session: 0 sessions to try
1777864605.558122 key_bindings_add: 0x10e07a MouseDrag1Pane = select-pane ; send-keys -X begin-selection
1777864605.558123 cmd_find_best_session: 0 sessions to try
1777864605.558124 cmdq_next <global>: [bind-key/0x5a432ded2040] (0), flags 0
1777864605.558126 cmd_find_best_session: 0 sessions to try
1777864605.558127 cmd_find_current_client: no target, return (nil)
1777864605.558128 cmd_find_best_session: 0 sessions to try
1777864605.558129 cmd_find_current_client: no target, return (nil)
1777864605.558131 cmd_find_best_session: 0 sessions to try
1777864605.558132 cmd_find_best_session: 0 sessions to try
1777864605.558135 key_bindings_add: 0x10e0b0 MouseDragEnd1Pane = send-keys -X copy-pipe-and-cancel
1777864605.558136 cmd_find_best_session: 0 sessions to try
1777864605.558138 cmdq_next <global>: [bind-key/0x5a432ded28b0] (0), flags 0
1777864605.558139 cmd_find_best_session: 0 sessions to try
1777864605.558140 cmd_find_current_client: no target, return (nil)
1777864605.558141 cmd_find_best_session: 0 sessions to try
1777864605.558142 cmd_find_current_client: no target, return (nil)
1777864605.558144 cmd_find_best_session: 0 sessions to try
1777864605.558145 cmd_find_best_session: 0 sessions to try
1777864605.558149 key_bindings_add: 0x10e0e6 WheelUpPane = select-pane ; send-keys -X -N 5 scroll-up
1777864605.558150 cmd_find_best_session: 0 sessions to try
1777864605.558151 cmdq_next <global>: [bind-key/0x5a432ded3010] (0), flags 0
1777864605.558153 cmd_find_best_session: 0 sessions to try
1777864605.558154 cmd_find_current_client: no target, return (nil)
1777864605.558155 cmd_find_best_session: 0 sessions to try
1777864605.558156 cmd_find_current_client: no target, return (nil)
1777864605.558157 cmd_find_best_session: 0 sessions to try
1777864605.558159 cmd_find_best_session: 0 sessions to try
1777864605.558162 key_bindings_add: 0x10e0ec WheelDownPane = select-pane ; send-keys -X -N 5 scroll-down
1777864605.558163 cmd_find_best_session: 0 sessions to try
1777864605.558165 cmdq_next <global>: [bind-key/0x5a432ded3de0] (0), flags 0
1777864605.558166 cmd_find_best_session: 0 sessions to try
1777864605.558168 cmd_find_current_client: no target, return (nil)
1777864605.558169 cmd_find_best_session: 0 sessions to try
1777864605.558170 cmd_find_current_client: no target, return (nil)
1777864605.558171 cmd_find_best_session: 0 sessions to try
1777864605.558172 cmd_find_best_session: 0 sessions to try
1777864605.558177 key_bindings_add: 0x10e128 DoubleClick1Pane = select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1777864605.558179 cmd_find_best_session: 0 sessions to try
1777864605.558180 cmdq_next <global>: [bind-key/0x5a432ded44b0] (0), flags 0
1777864605.558182 cmd_find_best_session: 0 sessions to try
1777864605.558185 cmd_find_current_client: no target, return (nil)
1777864605.558186 cmd_find_best_session: 0 sessions to try
1777864605.558187 cmd_find_current_client: no target, return (nil)
1777864605.558189 cmd_find_best_session: 0 sessions to try
1777864605.558190 cmd_find_best_session: 0 sessions to try
1777864605.558194 key_bindings_add: 0x10e15e TripleClick1Pane = select-pane ; send-keys -X select-line ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1777864605.558196 cmd_find_best_session: 0 sessions to try
1777864605.558197 cmdq_next <global>: [bind-key/0x5a432ded26e0] (0), flags 0
1777864605.558199 cmd_find_best_session: 0 sessions to try
1777864605.558200 cmd_find_current_client: no target, return (nil)
1777864605.558201 cmd_find_best_session: 0 sessions to try
1777864605.558202 cmd_find_current_client: no target, return (nil)
1777864605.558203 cmd_find_best_session: 0 sessions to try
1777864605.558205 cmd_find_best_session: 0 sessions to try
1777864605.558207 key_bindings_add: 0x10e1a5 NPage = send-keys -X page-down
1777864605.558208 cmd_find_best_session: 0 sessions to try
1777864605.558210 cmdq_next <global>: [bind-key/0x5a432ded4610] (0), flags 0
1777864605.558211 cmd_find_best_session: 0 sessions to try
1777864605.558212 cmd_find_current_client: no target, return (nil)
1777864605.558213 cmd_find_best_session: 0 sessions to try
1777864605.558215 cmd_find_current_client: no target, return (nil)
1777864605.558216 cmd_find_best_session: 0 sessions to try
1777864605.558217 cmd_find_best_session: 0 sessions to try
1777864605.558219 key_bindings_add: 0x10e1a6 PPage = send-keys -X page-up
1777864605.558220 cmd_find_best_session: 0 sessions to try
1777864605.558222 cmdq_next <global>: [bind-key/0x5a432ded4a00] (0), flags 0
1777864605.558223 cmd_find_best_session: 0 sessions to try
1777864605.558224 cmd_find_current_client: no target, return (nil)
1777864605.558225 cmd_find_best_session: 0 sessions to try
1777864605.558227 cmd_find_current_client: no target, return (nil)
1777864605.558228 cmd_find_best_session: 0 sessions to try
1777864605.558229 cmd_find_best_session: 0 sessions to try
1777864605.558231 key_bindings_add: 0x10e1a8 Up = send-keys -X cursor-up
1777864605.558232 cmd_find_best_session: 0 sessions to try
1777864605.558234 cmdq_next <global>: [bind-key/0x5a432ded4e30] (0), flags 0
1777864605.558235 cmd_find_best_session: 0 sessions to try
1777864605.558236 cmd_find_current_client: no target, return (nil)
1777864605.558238 cmd_find_best_session: 0 sessions to try
1777864605.558239 cmd_find_current_client: no target, return (nil)
1777864605.558240 cmd_find_best_session: 0 sessions to try
1777864605.558241 cmd_find_best_session: 0 sessions to try
1777864605.558243 key_bindings_add: 0x10e1a9 Down = send-keys -X cursor-down
1777864605.558245 cmd_find_best_session: 0 sessions to try
1777864605.558247 cmdq_next <global>: [bind-key/0x5a432ded5350] (0), flags 0
1777864605.558248 cmd_find_best_session: 0 sessions to try
1777864605.558249 cmd_find_current_client: no target, return (nil)
1777864605.558250 cmd_find_best_session: 0 sessions to try
1777864605.558252 cmd_find_current_client: no target, return (nil)
1777864605.558253 cmd_find_best_session: 0 sessions to try
1777864605.558254 cmd_find_best_session: 0 sessions to try
1777864605.558256 key_bindings_add: 0x10e1aa Left = send-keys -X cursor-left
1777864605.558257 cmd_find_best_session: 0 sessions to try
1777864605.558259 cmdq_next <global>: [bind-key/0x5a432ded59c0] (0), flags 0
1777864605.558260 cmd_find_best_session: 0 sessions to try
1777864605.558261 cmd_find_current_client: no target, return (nil)
1777864605.558263 cmd_find_best_session: 0 sessions to try
1777864605.558264 cmd_find_current_client: no target, return (nil)
1777864605.558265 cmd_find_best_session: 0 sessions to try
1777864605.558266 cmd_find_best_session: 0 sessions to try
1777864605.558268 key_bindings_add: 0x10e1ab Right = send-keys -X cursor-right
1777864605.558270 cmd_find_best_session: 0 sessions to try
1777864605.558271 cmdq_next <global>: [bind-key/0x5a432ded6900] (0), flags 0
1777864605.558275 cmd_find_best_session: 0 sessions to try
1777864605.558276 cmd_find_current_client: no target, return (nil)
1777864605.558277 cmd_find_best_session: 0 sessions to try
1777864605.558278 cmd_find_current_client: no target, return (nil)
1777864605.558280 cmd_find_best_session: 0 sessions to try
1777864605.558281 cmd_find_best_session: 0 sessions to try
1777864605.558284 key_bindings_add: 0x100000000031 M-1 = command-prompt -N -I 1 -p (repeat) { send-keys -N "%%" }
1777864605.558285 cmd_find_best_session: 0 sessions to try
1777864605.558287 cmdq_next <global>: [bind-key/0x5a432ded7120] (0), flags 0
1777864605.558288 cmd_find_best_session: 0 sessions to try
1777864605.558290 cmd_find_current_client: no target, return (nil)
1777864605.558291 cmd_find_best_session: 0 sessions to try
1777864605.558292 cmd_find_current_client: no target, return (nil)
1777864605.558293 cmd_find_best_session: 0 sessions to try
1777864605.558294 cmd_find_best_session: 0 sessions to try
1777864605.558298 key_bindings_add: 0x100000000032 M-2 = command-prompt -N -I 2 -p (repeat) { send-keys -N "%%" }
1777864605.558299 cmd_find_best_session: 0 sessions to try
1777864605.558301 cmdq_next <global>: [bind-key/0x5a432ded7940] (0), flags 0
1777864605.558302 cmd_find_best_session: 0 sessions to try
1777864605.558303 cmd_find_current_client: no target, return (nil)
1777864605.558304 cmd_find_best_session: 0 sessions to try
1777864605.558306 cmd_find_current_client: no target, return (nil)
1777864605.558307 cmd_find_best_session: 0 sessions to try
1777864605.558308 cmd_find_best_session: 0 sessions to try
1777864605.558311 key_bindings_add: 0x100000000033 M-3 = command-prompt -N -I 3 -p (repeat) { send-keys -N "%%" }
1777864605.558312 cmd_find_best_session: 0 sessions to try
1777864605.558314 cmdq_next <global>: [bind-key/0x5a432ded80c0] (0), flags 0
1777864605.558315 cmd_find_best_session: 0 sessions to try
1777864605.558316 cmd_find_current_client: no target, return (nil)
1777864605.558318 cmd_find_best_session: 0 sessions to try
1777864605.558319 cmd_find_current_client: no target, return (nil)
1777864605.558320 cmd_find_best_session: 0 sessions to try
1777864605.558321 cmd_find_best_session: 0 sessions to try
1777864605.558324 key_bindings_add: 0x100000000034 M-4 = command-prompt -N -I 4 -p (repeat) { send-keys -N "%%" }
1777864605.558326 cmd_find_best_session: 0 sessions to try
1777864605.558327 cmdq_next <global>: [bind-key/0x5a432ded8790] (0), flags 0
1777864605.558328 cmd_find_best_session: 0 sessions to try
1777864605.558330 cmd_find_current_client: no target, return (nil)
1777864605.558331 cmd_find_best_session: 0 sessions to try
1777864605.558332 cmd_find_current_client: no target, return (nil)
1777864605.558333 cmd_find_best_session: 0 sessions to try
1777864605.558334 cmd_find_best_session: 0 sessions to try
1777864605.558337 key_bindings_add: 0x100000000035 M-5 = command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" }
1777864605.558339 cmd_find_best_session: 0 sessions to try
1777864605.558340 cmdq_next <global>: [bind-key/0x5a432ded8fb0] (0), flags 0
1777864605.558342 cmd_find_best_session: 0 sessions to try
1777864605.558343 cmd_find_current_client: no target, return (nil)
1777864605.558344 cmd_find_best_session: 0 sessions to try
1777864605.558345 cmd_find_current_client: no target, return (nil)
1777864605.558346 cmd_find_best_session: 0 sessions to try
1777864605.558348 cmd_find_best_session: 0 sessions to try
1777864605.558351 key_bindings_add: 0x100000000036 M-6 = command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" }
